year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2002,54,590513,653369,7055899,7181885,91083,14.010,84570,13.009,1423925,615571,808354,8.571,19.827,1679700,689148,990552,9.596,23.388,-255775,-3.561,39.653,54360,54886,304379
2002,55,26619,47232,2831498,2903231,5426,11.279,7175,14.915,520091,186734,333357,6.432,17.914,662845,223995,438850,7.715,22.831,-142754,-4.917,35.828,1498,1589,31479
2002,56,251442,303565,8382408,8658015,44233,14.444,49565,16.185,2055185,721815,1333370,8.337,23.737,2616215,878078,1738137,10.142,30.217,-561030,-6.480,47.475,29461,30006,405512
2002,61,58507,66009,2717842,2673629,7855,12.105,5620,8.661,317254,81195,236059,3.037,11.866,228617,56962,171655,2.131,8.551,88637,3.315,17.102,3569,3646,37332
2002,62,512145,651339,14848455,14643812,71594,11.173,50493,7.880,2169145,796953,1372192,5.442,14.813,1765849,634853,1130996,4.335,12.059,403296,2.754,24.117,28891,29822,318932
2002,71,80583,87832,1777514,1765480,11744,13.425,11032,12.611,316284,112838,203446,6.391,17.915,292893,95311,197582,5.399,16.590,23391,1.325,33.180,6912,7024,62728
2002,72,367787,501018,10074579,10066444,68706,13.851,58716,11.837,1897329,999220,898109,9.926,18.848,1870679,677996,1192683,6.735,18.583,26650,0.265,37.167,36647,37963,373000
2002,81,607636,669760,5270301,5261653,63264,9.503,55198,8.291,832769,288946,543823,5.492,15.827,815515,247298,568217,4.700,15.499,17254,0.328,30.998,35713,36231,147544
2003,11,20721,21435,182401,180837,2574,11.937,2831,13.129,38141,11397,26744,6.302,21.091,34802,12329,22473,6.818,19.245,3339,1.846,38.490,1986,1986,7861
2003,21,16239,21468,455104,463857,1911,8.816,2329,10.744,72181,20283,51898,4.373,15.561,88773,31242,57531,6.735,19.138,-16592,-3.577,31.122,1254,1287,10395
2003,22,6457,17594,663088,663138,1482,8.504,1148,6.587,77394,27118,50276,4.089,11.671,76996,22841,54155,3.444,11.611,398,0.060,23.222,250,261,2079
2003,23,599452,608880,6364434,6370241,86811,14.360,78082,12.916,1315278,391846,923432,6.151,20.647,1326037,367932,958105,5.776,20.816,-10759,-0.169,41.294,53429,53481,249364
2003,31-33,276758,322652,14083544,14319549,22393,6.867,29280,8.979,1371754,347017,1024737,2.423,9.580,1847653,586933,1260720,4.099,12.903,-475899,-3.323,19.159,20896,21154,227254
2003,42,305123,394636,5825798,5802598,36963,9.330,40006,10.099,897524,292472,605052,5.040,15.468,851107,304689,546418,5.251,14.668,46417,0.800,29.335,24703,25494,138907
2003,44-45,652776,1030171,14910616,14774406,103651,10.092,97493,9.492,2116815,792257,1324558,5.362,14.328,1843202,646030,1197172,4.373,12.476,273613,1.852,24.951,59648,63004,314820
2003,48-49,138892,179167,3979210,4014977,25995,14.582,24193,13.571,736801,370618,366183,9.231,18.351,806162,232499,573663,5.791,20.079,-69361,-1.728,36.703,16137,16403,92788
2003,51,63557,125396,3604540,3652910,17578,14.050,17007,13.594,565805,227256,338549,6.221,15.489,666405,305092,361313,8.352,18.243,-100600,-2.754,30.978,7259,7478,65308
2003,52,214763,426346,6374172,6395960,54529,12.977,42232,10.051,1085834,415404,670430,6.495,16.977,1139744,421958,717786,6.597,17.820,-53910,-0.843,33.954,15737,16497,75663
2003,53,226618,289872,2061308,2022175,37040,12.954,29166,10.200,403159,155595,247564,7.694,19.937,325563,128163,197400,6.338,16.100,77596,3.837,32.199,18588,19134,71956
2003,54,597829,661475,7150563,7119848,86906,13.215,79178,12.040,1318291,459082,859209,6.448,18.516,1262708,455824,806884,6.402,17.735,55583,0.781,35.470,53425,53948,234077
2003,55,26472,46604,2803468,2829231,4781,10.180,5504,11.719,487717,142779,344938,5.047,17.239,535216,185092,350124,6.542,18.917,-47499,-1.679,34.477,1152,1221,17340
2003,56,254108,303033,8260098,8312910,43384,14.306,43824,14.451,1874880,522805,1352075,6.289,22.554,1969887,695333,1274554,8.364,23.697,-95007,-1.143,45.108,26596,27044,317017
2003,61,60483,67825,2782168,2745681,7902,11.825,5906,8.838,297258,53519,243739,1.949,10.826,225521,48063,177458,1.750,8.214,71737,2.613,16.427,3995,4099,28523
2003,62,525136,664828,15337990,15093402,60441,9.187,46583,7.081,1941542,555507,1386035,3.680,12.864,1451454,478999,972455,3.174,9.616,490088,3.247,19.233,29086,30547,230522
2003,71,83239,90602,1834916,1808039,12670,14.190,10048,11.253,331946,102260,229686,5.656,18.359,277790,82026,195764,4.537,15.364,54156,2.995,30.728,6884,6941,54137
2003,72,376793,511759,10432855,10252070,66264,13.082,55803,11.017,1926682,888669,1038013,8.668,18.793,1566843,617274,949569,6.021,15.283,359839,3.510,30.566,38388,39397,351570
2003,81,614105,675956,5364362,5316180,61265,9.109,54522,8.106,818027,238664,579363,4.489,15.387,721742,219884,501858,4.136,13.576,96285,1.811,27.153,38125,38919,141691
2004,11,20541,21182,182313,181435,2685,12.680,2672,12.618,33551,10839,22712,5.974,18.492,31905,12281,19624,6.769,17.585,1646,0.907,35.170,1894,1895,7792
2004,21,16570,21712,467403,461050,2154,9.963,1970,9.112,74441,23626,50815,5.124,16.146,61438,22915,38523,4.970,13.326,13003,2.820,26.651,1089,1120,9578
2004,22,6329,17263,630180,646499,1239,7.149,1375,7.934,55450,20662,34788,3.196,8.577,87739,23976,63763,3.709,13.571,-32289,-4.994,17.154,286,289,1431
2004,23,621701,631149,6630783,6492914,98242,15.851,75508,12.183,1463512,395845,1067667,6.097,22.540,1189490,377142,812348,5.809,18.320,274022,4.220,36.640,52669,52749,264364
2004,31-33,274059,319285,13760641,13909591,22705,7.066,26795,8.339,1329373,344496,984877,2.477,9.557,1626521,512249,1114272,3.683,11.694,-297148,-2.136,19.114,19383,19595,209436
2004,42,303924,395678,5913237,5876434,36444,9.231,34720,8.794,862107,290017,572090,4.935,14.671,790382,298211,492171,5.075,13.450,71725,1.221,26.900,22857,23580,131628
2004,44-45,658120,1035433,15401274,15158081,101429,9.822,95980,9.294,2241649,751937,1489712,4.961,14.788,1758655,635701,1122954,4.194,11.602,482994,3.186,23.204,61886,65970,325461
2004,48-49,140808,182435,4124345,4069010,25724,14.211,22892,12.646,663102,252169,410933,6.197,16.296,555964,207786,348178,5.107,13.663,107138,2.633,27.327,15604,15870,87140
2004,51,63495,126361,3472430,3542352,18696,14.867,17481,13.901,565997,196739,369258,5.554,15.978,700742,253664,447078,7.161,19.782,-134745,-3.804,31.956,6666,6982,52876
2004,52,221878,433648,6413502,6404345,53131,12.349,46339,10.770,1108040,439598,668442,6.864,17.301,1094893,441195,653698,6.889,17.096,13147,0.205,34.192,15588,16170,82214
2004,53,234445,300336,2102761,2078340,40082,13.603,28700,9.741,377329,163234,214095,7.854,18.155,326326,131921,194405,6.347,15.701,51003,2.454,31.403,18784,19676,80322
2004,54,611334,678747,7246248,7193786,90487,13.495,73994,11.036,1261231,456104,805127,6.340,17.532,1160305,443372,716933,6.163,16.129,100926,1.403,32.259,50549,51122,238914
2004,55,26130,46664,2776612,2809314,4195,8.989,4206,9.012,426541,145898,280643,5.193,15.183,489311,161932,327379,5.764,17.417,-62770,-2.234,30.366,1146,1201,20610
2004,56,262261,311663,8433070,8381828,46267,15.009,39446,12.797,1859432,550744,1308688,6.571,22.184,1774620,640958,1133662,7.647,21.172,84812,1.012,42.344,25454,26013,296749
2004,61,62778,70288,2878497,2824143,8027,11.610,5731,8.289,291309,61796,229513,2.188,10.315,182132,46708,135424,1.654,6.449,109177,3.866,12.898,4087,4144,35215
2004,62,537142,680314,15682117,15504314,59884,8.904,44413,6.603,1689051,509734,1179317,3.288,10.894,1334959,414382,920577,2.673,8.610,354092,2.284,17.220,30270,31258,230253
2004,71,86785,94348,1885544,1861895,13511,14.593,9980,10.780,295928,99624,196304,5.351,15.894,249813,77863,171950,4.182,13.417,46115,2.477,26.834,6997,7035,50065
2004,72,387168,522008,10734503,10586918,66462,12.852,56722,10.968,1870482,887168,983314,8.380,17.668,1583711,611363,972348,5.775,14.959,286771,2.709,29.918,40547,41670,381986
2004,81,616198,679050,5418054,5391721,58620,8.662,53963,7.974,774385,247956,526429,4.599,14.362,720910,234235,486675,4.344,13.371,53475,0.992,26.741,39634,40167,146562
2005,11,19153,19798,167163,168427,2547,12.881,2499,12.638,29509,10006,19503,5.941,17.520,32060,10168,21892,6.037,19.035,-2551,-1.515,35.041,1777,1780,7156
2005,21,16876,22065,493342,479768,2260,10.354,1783,8.169,87807,25291,62516,5.272,18.302,60378,19252,41126,4.013,12.585,27429,5.717,25.170,1052,1084,7888
2005,22,6149,16733,632875,630265,1035,6.130,1335,7.907,62011,19691,42320,3.124,9.839,57465,22225,35240,3.526,9.118,4546,0.721,18.235,224,237,1026
2005,23,645742,656055,6788131,6715744,101620,15.750,79908,12.385,1459007,449460,1009547,6.693,21.725,1313885,384432,929453,5.724,19.564,145122,2.161,39.129,55803,55852,263501
2005,31-33,269463,314140,13676303,13693759,21806,6.897,25886,8.187,1395976,311059,1084917,2.272,10.194,1428902,449386,979516,3.282,10.435,-32926,-0.240,20.389,18834,19017,198560
2005,42,304689,398225,5976102,5966050,35536,8.934,34633,8.707,804257,252528,551729,4.233,13.481,783730,252599,531131,4.234,13.136,20527,0.344,26.273,23579,24321,128170
2005,44-45,654170,1035251,15315469,15335919,101204,9.795,97162,9.404,1957326,767003,1190323,5.001,12.763,2001059,598419,1402640,3.902,13.048,-43733,-0.285,25.526,64222,67232,321581
2005,48-49,143944,186062,4166258,4156868,25880,14.026,22792,12.352,580265,211256,369009,5.082,13.959,558672,169796,388876,4.085,13.440,21593,0.519,26.879,15355,15644,81098
2005,51,63266,127262,3406388,3437745,15927,12.568,14847,11.716,477291,185010,292281,5.382,13.884,540188,186686,353502,5.430,15.713,-62897,-1.830,27.768,6484,6893,57565
2005,52,226966,440990,6371725,6398506,57836,13.232,50043,11.449,1032125,467647,564478,7.309,16.131,1081233,486193,595040,7.599,16.898,-49108,-0.767,32.261,16939,17670,90121
2005,53,243525,314174,2138446,2119338,46841,15.266,32154,10.479,402535,199897,202638,9.432,18.993,364105,128143,235962,6.046,17.180,38430,1.813,34.360,21048,22066,77033
2005,54,627541,695694,7383262,7315756,90777,13.197,75102,10.918,1279561,443164,836397,6.058,17.490,1139553,397832,741721,5.438,15.577,140008,1.914,31.153,50619,51223,213133
2005,55,25901,47717,2836320,2839140,4662,9.871,3685,7.802,421067,140498,280569,4.949,14.831,427533,119272,308261,4.201,15.059,-6466,-0.228,29.662,1061,1102,16602
2005,56,267722,317852,8969949,8718447,45867,14.562,40129,12.740,2068068,639686,1428382,7.337,23.721,1563267,553601,1009666,6.350,17.931,504801,5.790,35.861,26058,26450,309954
2005,61,63651,71797,2880425,2850363,8752,12.403,6288,8.911,295619,96880,198739,3.399,10.371,235610,45370,190240,1.592,8.266,60009,2.105,16.532,4411,4457,26564
2005,62,548373,696897,15911250,15805506,62014,8.999,46518,6.750,1664066,545493,1118573,3.451,10.528,1455804,430770,1025034,2.725,9.211,208262,1.318,18.421,31690,32566,228286
2005,71,89217,96934,1937420,1915521,13463,14.074,10915,11.410,307216,112229,194987,5.859,16.038,264068,76329,187739,3.985,13.786,43148,2.253,27.571,7722,7773,52002
2005,72,397879,537395,11031862,10895182,71508,13.472,58334,10.990,1968361,1024053,944308,9.399,18.066,1701859,628314,1073545,5.767,15.620,266502,2.446,31.241,44142,45291,426207
2005,81,618837,681912,5353941,5385669,60057,8.828,56910,8.365,717152,239739,477413,4.451,13.316,781055,221260,559795,4.108,14.502,-63903,-1.187,26.632,40555,41229,149373
2006,11,18979,19639,164201,165115,2629,13.404,2578,13.144,30603,10897,19706,6.600,18.534,32324,12477,19847,7.557,19.577,-1721,-1.042,37.069,1898,1898,7855
2006,21,17801,23275,550843,522538,2982,13.130,1855,8.168,115480,41650,73830,7.971,22.100,58159,23920,34239,4.578,11.130,57321,10.970,22.260,1117,1142,8358
2006,22,6039,16675,618629,626020,1125,6.750,1106,6.636,52121,18924,33197,3.023,8.326,66565,14255,52310,2.277,10.633,-14444,-2.307,16.652,258,263,2700
2006,23,675898,687247,7361231,7072098,112069,16.691,80476,11.985,1725110,503696,1221414,7.122,24.393,1150148,351580,798568,4.971,16.263,574962,8.130,32.526,59597,59734,251130
2006,31-33,268807,313902,13638697,13635804,23769,7.559,24867,7.908,1375532,333944,1041588,2.449,10.088,1368807,421343,947464,3.090,10.038,6725,0.049,20.077,18481,18643,182063
2006,42,305345,402445,6044465,6012243,39167,9.778,35394,8.836,848335,282396,565939,4.697,14.110,784396,269371,515025,4.480,13.047,63939,1.063,26.093,23771,24498,134507
2006,44-45,648785,1040070,15742716,15536627,106147,10.241,98905,9.543,2220633,928980,1291653,5.979,14.293,1816355,574124,1242231,3.695,11.691,404278,2.602,23.382,67843,70919,315415
2006,48-49,147857,191511,4330680,4260327,29042,15.370,23920,12.659,669891,252659,417232,5.931,15.724,531897,186189,345708,4.370,12.485,137994,3.239,24.970,16458,16784,87209
2006,51,63404,130238,3438981,3429961,18485,14.366,15351,11.930,533367,209765,323602,6.116,15.550,520094,166627,353467,4.858,15.163,13273,0.387,30.327,6426,6743,52541
2006,52,231955,460388,6578513,6471623,64039,14.221,43890,9.747,1181016,531102,649914,8.207,18.249,966494,388438,578056,6.002,14.934,214522,3.315,29.869,18456,18939,77237
2006,53,251749,328252,2200067,2166473,51539,16.055,37068,11.547,420653,191784,228869,8.852,19.416,352962,143773,209189,6.636,16.292,67691,3.124,32.584,25422,25903,86247
2006,54,647549,722275,7785599,7587237,104216,14.696,78000,10.999,1479325,512963,966362,6.761,19.498,1083644,394825,688819,5.204,14.282,395681,5.215,28.565,53725,54203,216240
2006,55,26249,49228,2917518,2917628,5477,11.258,4318,8.876,483322,149498,333824,5.124,16.566,486133,125251,360882,4.293,16.662,-2811,-0.096,33.131,1091,1125,13906
2006,56,276471,332173,9675627,9338446,53260,16.368,39685,12.196,2261548,707391,1554157,7.575,24.218,1592335,523614,1068721,5.607,17.051,669213,7.166,34.103,27219,27546,274551
2006,61,65727,74946,2980168,2931672,9687,13.184,6741,9.175,312346,84003,228343,2.865,10.654,215097,43329,171768,1.478,7.337,97249,3.317,14.674,4969,5050,31910
2006,62,557523,717544,16425973,16180641,69964,9.890,49686,7.024,1867987,666623,1201364,4.120,11.545,1373121,435974,937147,2.694,8.486,494866,3.058,16.972,33626,34538,239086
2006,71,91391,99598,1981530,1958424,14639,14.900,11945,12.158,303323,108270,195053,5.528,15.488,256967,80745,176222,4.123,13.121,46356,2.367,26.242,8760,8812,58392
2006,72,407537,553098,11420256,11235635,75233,13.787,60389,11.067,2050355,1050537,999818,9.350,18.249,1681812,625293,1056519,5.565,14.969,368543,3.280,29.937,46608,47633,426801
2006,81,614897,678728,5418240,5384526,61978,9.113,64669,9.509,768782,254464,514318,4.726,14.278,701418,232030,469388,4.309,13.027,67364,1.251,26.053,45924,46766,156998
2007,11,18970,19648,168245,169079,2381,12.078,2513,12.747,29529,11169,18360,6.606,17.465,30931,10886,20045,6.438,18.294,-1402,-0.829,34.929,1822,1825,7794
2007,21,18547,24183,707490,625731,3382,14.374,2074,8.815,236050,59809,176241,9.558,37.724,71974,29428,42546,4.703,11.502,164076,26.221,23.005,1160,1177,10974
2007,22,5457,16201,645266,635759,1031,6.358,1063,6.555,69884,16890,52994,2.657,10.992,51119,13853,37266,2.179,8.041,18765,2.952,16.081,240,252,1611
2007,23,685736,697465,7317007,7363968,98350,14.166,91937,13.242,1424911,399740,1025171,5.428,19.350,1522219,406656,1115563,5.522,20.671,-97308,-1.321,38.700,68823,68883,287555
2007,31-33,269703,314630,13366099,13516650,21972,6.949,25084,7.933,1254614,294991,959623,2.182,9.282,1559386,480612,1078774,3.556,11.537,-304772,-2.255,18.564,17961,18155,200546
2007,42,302002,401331,6112242,6131301,36347,9.044,37434,9.315,882815,273562,609253,4.462,14.398,922035,323756,598279,5.280,15.038,-39220,-0.640,28.797,23311,23932,131749
2007,44-45,642893,1044482,15611657,15643550,110264,10.593,103175,9.912,2191232,868019,1323213,5.549,14.007,2252356,680252,1572104,4.348,14.398,-61124,-0.391,28.015,65451,68194,336073
2007,48-49,150040,195202,4438557,4402798,28207,14.575,24860,12.846,692571,232125,460446,5.272,15.730,620813,216919,403894,4.927,14.100,71758,1.630,28.201,16640,16844,82286
2007,51,62549,128447,3478620,3478017,17346,13.444,18497,14.336,585322,220030,365292,6.326,16.829,584321,240041,344280,6.902,16.800,1001,0.029,33.601,6361,6615,54056
2007,52,234290,471202,6598005,6624289,60823,13.037,51510,11.041,1111900,447302,664598,6.752,16.785,1164310,453194,711116,6.841,17.576,-52410,-0.791,33.570,19917,20945,105777
2007,53,251683,330867,2187592,2190553,46708,14.176,43946,13.338,421802,175839,245963,8.027,19.256,429535,173751,255784,7.932,19.609,-7733,-0.353,38.511,28430,28873,93895
2007,54,656038,731500,7738660,7695483,96029,13.264,81007,11.189,1371442,453728,917714,5.896,17.821,1290623,462562,828061,6.011,16.771,80819,1.050,33.542,54913,55330,231025
2007,55,26438,50097,2855677,2834537,5872,11.765,5501,11.022,572430,179093,393337,6.318,20.195,525464,203021,322443,7.162,18.538,46966,1.657,37.076,870,904,11324
2007,56,280745,337271,9760720,9734740,48699,14.569,42675,12.767,1979676,621306,1358370,6.382,20.336,1932869,590904,1341965,6.070,19.855,46807,0.481,39.711,27454,27764,310120
2007,61,68281,77854,3040446,3009506,8997,11.725,6757,8.806,285682,71506,214176,2.376,9.493,225057,49619,175438,1.649,7.478,60625,2.014,14.956,4743,4791,28127
2007,62,564457,730391,16752786,16581253,67663,9.348,54467,7.525,1990388,618988,1371400,3.733,12.004,1649353,528288,1121065,3.186,9.947,341035,2.057,19.894,33516,34520,258184
2007,71,92407,101210,2030105,2017704,13924,13.863,12380,12.326,309157,102765,206392,5.093,15.322,285320,88806,196514,4.401,14.141,23837,1.181,28.282,8998,9051,59135
2007,72,414957,568457,11611509,11545901,78344,13.958,63981,11.399,2087679,1058285,1029394,9.166,18.082,1947478,709524,1237954,6.145,16.867,140201,1.214,33.735,46749,47735,442089
2007,81,615026,678396,5369200,5361438,61804,9.128,59190,8.742,781863,255576,526287,4.767,14.583,764729,234947,529782,4.382,14.264,17134,0.320,28.527,40934,41535,147090
2008,11,18239,18958,163262,164850,1989,10.299,2698,13.970,26807,7652,19155,4.642,16.261,30195,10718,19477,6.502,18.317,-3388,-2.055,32.523,1882,1885,8114
2008,21,18513,24449,621652,662629,2741,11.337,2200,9.099,103799,29998,73801,4.527,15.665,185963,31728,154235,4.788,28.064,-82164,-12.400,31.329,1407,1415,13805
2008,22,5416,16379,636236,638340,1319,8.101,1123,6.898,65445,23604,41841,3.698,10.252,69468,18885,50583,2.958,10.883,-4023,-0.630,20.505,221,224,1435
2008,23,660448,672561,7005225,7160095,81050,11.823,107030,15.612,1275034,333185,941849,4.653,17.808,1585114,418001,1167113,5.838,22.138,-310080,-4.331,35.615,79781,79823,298989
2008,31-33,260312,304010,12944913,13100498,19271,6.279,25040,8.159,1153910,268251,885659,2.048,8.808,1464487,438237,1026250,3.345,11.179,-310577,-2.371,17.616,18518,18694,197604
2008,42,299194,399546,6128426,6139043,34827,8.686,37627,9.385,845787,260842,584945,4.249,13.777,870225,297369,572856,4.844,14.175,-24438,-0.398,27.554,23784,24603,133896
2008,44-45,629302,1031896,15561459,15581423,87815,8.468,98025,9.453,1920864,677685,1243179,4.349,12.328,1969067,588571,1380496,3.777,12.637,-48203,-0.309,24.656,65178,68114,315154
2008,48-49,148182,193933,4433299,4441130,25265,12.979,26717,13.725,578858,168914,409944,3.803,13.034,591344,201094,390250,4.528,13.315,-12486,-0.281,26.068,17972,18116,89270
2008,51,62552,128730,3419033,3423294,16162,12.547,16319,12.669,529907,199341,330566,5.823,15.479,543216,181725,361491,5.308,15.868,-13309,-0.389,30.959,6215,6317,54805
2008,52,227195,467443,6430692,6501072,48850,10.409,52586,11.205,963590,382623,580967,5.886,14.822,1100128,426154,673974,6.555,16.922,-136538,-2.100,29.644,24425,25923,132356
2008,53,239557,320239,2149108,2165044,38979,11.976,49460,15.196,383956,153261,230695,7.079,17.734,415599,178806,236793,8.259,19.196,-31643,-1.462,35.469,31873,32269,99870
2008,54,658784,734529,7880230,7818217,88695,12.090,86921,11.848,1333434,447839,885595,5.728,17.055,1203244,453994,749250,5.807,15.390,130190,1.665,30.781,58781,59240,228320
2008,55,26639,50298,2860402,2911161,4512,8.938,4873,9.654,473393,141356,332037,4.856,16.261,576023,149680,426343,5.142,19.787,-102630,-3.525,32.523,1025,1069,16203
2008,56,279824,338467,9682184,9684077,46486,13.781,44196,13.102,1915217,632338,1282879,6.530,19.777,1933221,604991,1328230,6.247,19.963,-18004,-0.186,39.554,28910,29300,304875
2008,61,69519,79338,3119766,3079027,8647,11.000,7187,9.143,285394,58328,227066,1.894,9.269,203996,55083,148913,1.789,6.625,81398,2.644,13.251,5171,5259,37307
2008,62,570606,739663,17156348,16959223,62932,8.563,53448,7.273,1949234,541057,1408177,3.190,11.494,1561537,520382,1041155,3.068,9.208,387697,2.286,18.415,33463,34284,257294
2008,71,92053,100887,2063402,2045235,12698,12.561,13102,12.961,299534,93209,206325,4.557,14.645,261953,92808,169145,4.538,12.808,37581,1.837,25.616,9407,9467,60334
2008,72,418298,575997,11882851,11756449,72027,12.582,64918,11.341,2073350,974102,1099248,8.286,17.636,1830221,689614,1140607,5.866,15.568,243129,2.068,31.136,48276,49243,460063
2008,81,614726,678529,5439353,5409925,57104,8.411,57851,8.521,787628,233321,554307,4.313,14.559,726935,231490,495445,4.279,13.437,60693,1.122,26.874,40374,41180,152034
2009,11,17469,18169,149370,156090,1795,9.658,2628,14.140,19966,6406,13560,4.104,12.791,33204,10729,22475,6.874,21.272,-13238,-8.481,25.583,1794,1794,7666
2009,21,18689,24740,601500,613885,2599,10.536,2453,9.944,88484,28285,60199,4.608,14.414,113425,29615,83810,4.824,18.477,-24941,-4.063,28.828,1442,1474,13875
2009,22,5354,16839,644570,639551,1290,7.762,852,5.126,66135,23052,43083,3.604,10.341,56565,15513,41052,2.426,8.844,9570,1.496,17.689,233,320,5234
2009,23,598457,610662,5944783,6481440,63799,9.925,128044,19.920,856548,262484,594064,4.050,13.215,1929515,480488,1449027,7.413,29.770,-1072967,-16.554,26.431,88282,88353,337150
2009,31-33,250424,292982,11586979,12265166,16670,5.578,28372,9.494,813010,240822,572188,1.963,6.629,2172798,459934,1712864,3.750,17.715,-1359788,-11.087,13.257,20072,20268,199529
2009,42,290604,392072,5822280,5993736,30012,7.564,39396,9.929,634933,200577,434356,3.346,10.593,977231,282825,694406,4.719,16.304,-342298,-5.711,21.187,25500,26215,141680
2009,44-45,608978,1009735,14735470,15161452,77846,7.617,102434,10.023,1432706,597616,835090,3.942,9.450,2290803,673384,1617419,4.441,15.109,-858097,-5.660,18.899,66921,70951,378254
2009,48-49,143060,188983,4159952,4304997,22184,11.564,27883,14.535,450854,178858,271996,4.155,10.473,745105,212518,532587,4.937,17.308,-294251,-6.835,20.946,18417,18799,110849
2009,51,61237,125218,3289538,3363154,16622,13.059,20758,16.308,427863,187530,240333,5.576,12.722,575027,191454,383573,5.693,17.098,-147164,-4.376,25.444,6622,6865,57491
2009,52,217580,454687,6158767,6282242,41236,8.934,54951,11.906,779506,318442,461064,5.069,12.408,1026392,330941,695451,5.268,16.338,-246886,-3.930,24.816,24124,25707,107481
2009,53,226545,306978,2016696,2090640,32284,10.275,46726,14.871,296919,129480,167439,6.193,14.202,445290,173872,271418,8.317,21.299,-148371,-7.097,28.405,29011,29440,94301
2009,54,647986,729092,7791191,7879376,84251,11.491,92469,12.612,1205625,475055,730570,6.029,15.301,1380670,460940,919730,5.850,17.523,-175045,-2.222,30.602,62420,62930,254564
2009,55,26703,50351,2817786,2853174,4357,8.633,4596,9.106,408766,140104,268662,4.910,14.327,479402,123869,355533,4.341,16.802,-70636,-2.476,28.653,993,1124,18573
2009,56,273928,332757,8602500,9148438,40914,12.160,48304,14.357,1357131,475395,881736,5.196,14.835,2455964,625748,1830216,6.840,26.846,-1098833,-12.011,29.669,29535,29917,321614
2009,61,70366,80378,3187937,3150715,8221,10.283,7361,9.207,280652,55530,225122,1.762,8.908,207087,52832,154255,1.677,6.573,73565,2.335,13.145,5266,5327,37058
2009,62,578046,752393,17477366,17330600,60769,8.133,50441,6.750,1790345,523863,1266482,3.023,10.331,1491929,482862,1009067,2.786,8.609,298416,1.722,17.217,33329,34247,295818
2009,71,90965,100116,2007630,2038913,11473,11.377,12920,12.812,245781,82433,163348,4.043,12.055,309306,84904,224402,4.164,15.170,-63525,-3.116,24.109,9353,9411,62436
2009,72,419160,579790,11441979,11681380,66019,11.402,64505,11.140,1616951,854126,762825,7.312,13.842,2095963,679441,1416522,5.816,17.943,-479012,-4.101,27.684,48667,49892,464003
2009,81,611779,674616,5255389,5348503,51223,7.557,57596,8.497,616282,192527,423755,3.600,11.523,802987,222301,580686,4.156,15.013,-186705,-3.491,23.045,40458,41402,152118
2010,11,17245,17939,151387,149587,1965,10.897,2152,11.934,26889,7815,19074,5.224,17.976,23358,7876,15482,5.265,15.615,3531,2.361,31.230,1406,1410,5648
2010,21,18411,24631,586548,596060,2334,9.431,2568,10.377,87557,32376,55181,5.432,14.689,106786,25938,80848,4.352,17.915,-19229,-3.226,29.379,1576,1588,12162
2010,22,5420,17196,639651,640686,1111,6.546,664,3.912,41281,14918,26363,2.328,6.443,43266,10676,32590,1.666,6.753,-1985,-0.310,12.887,179,181,1287
2010,23,559414,571900,5350537,5644937,69898,11.830,107809,18.246,902497,288962,613535,5.119,15.988,1493998,387115,1106883,6.858,26.466,-591501,-10.478,31.975,69449,69570,257112
2010,31-33,241637,282941,10850854,11205909,16525,5.737,26696,9.269,833945,204075,629870,1.821,7.442,1543286,397083,1146203,3.544,13.772,-709341,-6.330,14.884,18392,18530,156558
2010,42,284091,386470,5600702,5710043,31009,7.969,36342,9.339,622885,214566,408319,3.758,10.909,840297,246851,593446,4.323,14.716,-217412,-3.808,21.817,23311,24089,123295
2010,44-45,598597,996278,14452522,14589700,75813,7.560,89024,8.877,1433962,502297,931665,3.443,9.829,1701249,523831,1177418,3.590,11.661,-267287,-1.832,19.657,56709,61482,315537
2010,48-49,139595,185293,4015722,4091251,21024,11.226,25012,13.355,464916,153824,311092,3.760,11.364,613685,199956,413729,4.887,15.000,-148769,-3.636,22.727,15805,16086,77872
2010,51,60130,123589,3133993,3206670,13201,10.611,14849,11.935,367393,151544,215849,4.726,11.457,509904,164873,345031,5.142,15.901,-142511,-4.444,22.914,6011,6141,39373
2010,52,213529,443777,5917307,6040910,39156,8.718,49899,11.110,766452,288166,478286,4.770,12.688,1011128,332162,678966,5.499,16.738,-244676,-4.050,25.375,18607,19814,81329
2010,53,223804,303031,1931518,1969433,34351,11.264,38224,12.534,290755,136048,154707,6.908,14.763,366956,159775,207181,8.113,18.633,-76201,-3.869,29.527,21784,22224,68361
2010,54,644190,728402,7723625,7765226,86939,11.924,88355,12.118,1171693,448538,723155,5.776,15.089,1257655,405991,851664,5.228,16.196,-85962,-1.107,30.178,57126,57716,213636
2010,55,26850,50068,2837069,2842990,4115,8.168,4736,9.401,395550,125873,269677,4.427,13.913,406385,115438,290947,4.060,14.294,-10835,-0.381,27.826,913,983,15674
