year,pfg_utly,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2016,No Utility Patent Granted,23,583918,594280,6004958,5856203,78486,13.419,59690,10.205,1111194,292400,818794,4.993,18.975,813902,235017,578885,4.013,13.898,297292,5.077,27.796,39939,39998,159807
2016,No Utility Patent Granted,31-33,225415,245969,6273015,6261201,17184,6.985,17251,7.013,624835,157174,467661,2.510,9.979,600515,162777,437738,2.600,9.591,24320,0.388,19.182,13338,13428,111363
2016,No Utility Patent Granted,42,269720,337373,4288529,4273079,25659,7.590,26995,7.986,480143,135801,344342,3.178,11.236,450296,151726,298570,3.551,10.538,29847,0.698,21.076,19602,20161,102387
2016,No Utility Patent Granted,44-45,586593,866123,12580728,12467771,72493,8.388,68760,7.956,1355399,471139,884260,3.779,10.871,1132064,380184,751880,3.049,9.080,223335,1.791,18.160,48175,51463,230711
2016,No Utility Patent Granted,48-49,155679,189601,3356135,3307999,25030,13.331,21330,11.361,459709,154874,304835,4.682,13.897,364521,128760,235761,3.892,11.019,95188,2.878,22.039,15145,15315,70952
2016,No Utility Patent Granted,51,63011,81914,1388268,1373593,11434,14.186,8807,10.927,207813,77633,130180,5.652,15.129,178993,69328,109665,5.047,13.031,28820,2.098,26.062,5596,5814,36820
2016,No Utility Patent Granted,52,212353,360660,3993504,3914786,29730,8.285,26082,7.269,546765,166682,380083,4.258,13.967,392613,125718,266895,3.211,10.029,154152,3.938,20.058,14308,14945,62380
2016,No Utility Patent Granted,53,245036,304713,1818139,1797756,37633,12.524,29159,9.704,287134,121909,165225,6.781,15.972,247609,101001,146608,5.618,13.773,39525,2.199,27.546,18731,19054,64779
2016,No Utility Patent Granted,54,671761,725423,6469674,6376426,88419,12.271,78668,10.918,1018931,349434,669497,5.480,15.980,832516,314587,517929,4.934,13.056,186415,2.924,26.112,55766,56323,214408
2016,No Utility Patent Granted,55,23976,37629,1733855,1716247,2908,7.803,2190,5.876,258191,75365,182826,4.391,15.044,224689,55076,169613,3.209,13.092,33502,1.952,26.184,665,699,13229
2016,No Utility Patent Granted,56,285849,337249,9600723,9530280,42396,12.753,32801,9.866,1691427,470793,1220634,4.940,17.748,1547885,471079,1076806,4.943,16.242,143542,1.506,32.484,22493,22699,231145
2016,No Utility Patent Granted,61,81318,91230,2848600,2824238,9555,10.588,7584,8.404,255134,58466,196668,2.070,9.034,204978,59017,145961,2.090,7.258,50156,1.776,14.516,5285,5477,44381
2016,No Utility Patent Granted,62,602914,782187,16897937,16690621,65524,8.438,54153,6.974,1803154,534739,1268415,3.204,10.803,1389696,440799,948897,2.641,8.326,413458,2.477,16.652,38651,39705,287360
2016,No Utility Patent Granted,71,98684,107627,2055389,2016253,14201,13.408,10780,10.178,284361,95007,189354,4.712,14.103,204739,71820,132919,3.562,10.154,79622,3.949,20.309,7722,7779,52578
2016,No Utility Patent Granted,72,466127,622670,12901461,12656028,70167,11.432,52424,8.541,2015683,997553,1018130,7.882,15.927,1530145,579296,950849,4.577,12.090,485538,3.836,24.180,40546,41601,415151
2016,No Utility Patent Granted,81,634855,684334,5252952,5203001,56995,8.384,48010,7.062,652584,215851,436733,4.149,12.542,553639,177931,375708,3.420,10.641,98945,1.902,21.282,35274,35715,127551
2016,Utility Patent Granted,11,59,300,10760,10535,27,9.294,8,2.754,1653,440,1213,4.177,15.691,1237,81,1156,0.769,11.742,416,3.949,23.485,D,D,D
2016,Utility Patent Granted,21,282,2945,196659,223149,216,7.280,260,8.763,13572,8453,5119,3.788,6.082,66371,9076,57295,4.067,29.743,-52799,-23.661,12.164,5,5,244
2016,Utility Patent Granted,22,94,5285,276559,276628,302,5.729,274,5.198,19664,4803,14861,1.736,7.108,19473,5953,13520,2.152,7.039,191,0.069,14.079,4,9,60
2016,Utility Patent Granted,23,814,4208,310871,304675,201,4.736,274,6.455,56110,7031,49079,2.308,18.416,43141,11118,32023,3.649,14.160,12969,4.257,28.319,36,40,1286
2016,Utility Patent Granted,31-33,8518,30054,5276535,5287027,863,2.860,1108,3.672,348966,40597,308369,0.768,6.600,368885,81731,287154,1.546,6.977,-19919,-0.377,13.201,232,248,8287
2016,Utility Patent Granted,42,5684,46959,1828541,1825523,3100,6.608,3014,6.424,202881,62799,140082,3.440,11.114,195591,65854,129737,3.607,10.714,7290,0.399,21.428,195,220,4816
2016,Utility Patent Granted,44-45,1456,139366,3379831,3367048,8381,6.087,5020,3.646,356410,100670,255740,2.990,10.585,333554,76578,256976,2.274,9.906,22856,0.679,19.813,66,68,593
2016,Utility Patent Granted,48-49,1052,17682,1372395,1357490,1876,10.756,1395,7.998,156896,38669,118227,2.849,11.558,127591,62785,64806,4.625,9.399,29305,2.159,18.798,11,88,34392
2016,Utility Patent Granted,51,1848,53405,2012595,2001915,5998,11.569,2883,5.561,255630,101890,153740,5.090,12.769,233077,74702,158375,3.732,11.643,22553,1.127,23.285,92,101,2908
2016,Utility Patent Granted,52,720,91089,2316020,2285068,13064,14.881,6463,7.362,336896,128151,208745,5.608,14.743,272983,71682,201301,3.137,11.946,63913,2.797,23.893,20,20,66
2016,Utility Patent Granted,53,712,30710,278777,272662,4080,13.786,1852,6.258,54358,32003,22355,11.737,19.936,42384,14149,28235,5.189,15.545,11974,4.392,31.089,23,23,106
2016,Utility Patent Granted,54,7851,56183,2323628,2306014,5462,9.830,4224,7.602,295424,102444,192980,4.442,12.811,261618,71623,189995,3.106,11.345,33806,1.466,22.690,528,552,8003
2016,Utility Patent Granted,55,2873,16527,1644810,1650383,2151,13.275,1503,9.276,200883,55062,145821,3.336,12.172,212594,49620,162974,3.007,12.881,-11711,-0.710,24.344,19,23,531
2016,Utility Patent Granted,56,1204,20612,1330077,1326914,3337,16.613,2287,11.385,174350,44770,129580,3.374,13.140,165251,62188,103063,4.687,12.454,9099,0.686,24.908,32,33,2865
2016,Utility Patent Granted,61,361,2281,811007,814548,128,5.340,360,15.019,43402,7193,36209,0.883,5.328,50533,10000,40533,1.228,6.204,-7131,-0.875,10.657,6,6,62
2016,Utility Patent Granted,62,726,54248,2711877,2669564,6817,13.121,2229,4.290,262406,81240,181166,3.043,9.830,175272,35348,139924,1.324,6.566,87134,3.264,13.131,33,71,1516
2016,Utility Patent Granted,71,199,2692,257006,253277,229,8.598,172,6.458,24666,6939,17727,2.740,9.739,16545,2994,13551,1.182,6.532,8121,3.206,13.065,7,7,14
2016,Utility Patent Granted,72,525,22574,799983,800978,1053,4.724,486,2.180,62992,24928,38064,3.112,7.864,65548,10179,55369,1.271,8.183,-2556,-0.319,15.729,26,26,200
2016,Utility Patent Granted,81,958,17291,244824,243465,824,4.706,1259,7.191,29411,5585,23826,2.294,12.080,26085,10666,15419,4.381,10.714,3326,1.366,21.428,27,35,164
2017,No Utility Patent Granted,11,18234,18720,151758,150349,2133,11.436,1997,10.707,26170,9036,17134,6.010,17.406,23291,7925,15366,5.271,15.491,2879,1.915,30.983,1364,1364,5502
2017,No Utility Patent Granted,21,16461,20470,383654,382803,1785,8.485,2918,13.871,71654,20254,51400,5.291,18.718,70262,28952,41310,7.563,18.355,1392,0.364,36.709,1933,2007,15864
2017,No Utility Patent Granted,22,5409,11680,327100,327530,583,4.981,630,5.383,29630,9464,20166,2.890,9.047,30637,7019,23618,2.143,9.354,-1007,-0.307,18.093,223,227,1344
2017,No Utility Patent Granted,23,596828,607323,6214729,6106806,76563,12.742,63637,10.591,1077831,274639,803192,4.497,17.650,861921,250271,611650,4.098,14.114,215910,3.536,28.228,42344,42406,166102
2017,No Utility Patent Granted,31-33,223152,243676,6222738,6180405,16833,6.889,18203,7.449,702784,175171,527613,2.834,11.371,617894,206274,411620,3.338,9.998,84890,1.374,19.995,13495,13620,131970
2017,No Utility Patent Granted,42,263425,332065,4310564,4278841,24413,7.311,28149,8.430,561175,147616,413559,3.450,13.115,497672,176210,321462,4.118,11.631,63503,1.484,23.262,19280,19840,106547
2017,No Utility Patent Granted,44-45,584225,861151,12268690,12288406,71238,8.263,73177,8.488,1331101,452954,878147,3.686,10.832,1365899,479341,886558,3.901,11.115,-34798,-0.283,21.664,48812,51625,238944
2017,No Utility Patent Granted,48-49,156719,190273,3415132,3379057,23772,12.525,22833,12.030,466618,131316,335302,3.886,13.809,393241,137555,255686,4.071,11.638,73377,2.172,23.275,15723,15964,72946
2017,No Utility Patent Granted,51,64837,85912,1400372,1411764,11061,13.017,9186,10.810,222367,76458,145909,5.416,15.751,241469,75795,165674,5.369,17.104,-19102,-1.353,31.502,6067,6269,45168
2017,No Utility Patent Granted,52,211817,368806,4290870,4264852,30592,8.307,29532,8.019,575438,183882,391556,4.312,13.493,524049,171759,352290,4.027,12.288,51389,1.205,24.575,14546,15177,64770
2017,No Utility Patent Granted,53,251270,314630,1853997,1833365,39782,12.813,31504,10.147,309482,120710,188772,6.584,16.881,267592,112448,155144,6.133,14.596,41890,2.285,29.191,19502,19984,66790
2017,No Utility Patent Granted,54,674783,737906,6518204,6429554,84996,11.561,79531,10.818,1031322,314867,716455,4.897,16.040,853136,360148,492988,5.601,13.269,178186,2.771,26.538,55727,56325,236045
2017,No Utility Patent Granted,55,23720,38618,1840494,1772931,3887,10.184,2985,7.821,359410,101928,257482,5.749,20.272,223773,76294,147479,4.303,12.622,135637,7.650,25.243,759,790,15356
2017,No Utility Patent Granted,56,288975,341179,9680058,9585071,39613,11.667,36336,10.702,1746332,438673,1307659,4.577,18.219,1563937,486788,1077149,5.079,16.316,182395,1.903,32.633,23924,24274,247927
2017,No Utility Patent Granted,61,82464,92091,2928511,2919070,9479,10.360,8298,9.069,264269,60458,203811,2.071,9.053,245325,74501,170824,2.552,8.404,18944,0.649,16.808,5566,6016,52104
2017,No Utility Patent Granted,62,605652,798406,17437476,17214187,66742,8.393,60374,7.592,2117460,547643,1569817,3.181,12.301,1675035,566030,1109005,3.288,9.731,442425,2.570,19.461,39520,40886,321884
2017,No Utility Patent Granted,71,100995,111519,2156218,2130257,14489,13.177,11370,10.340,302421,106225,196196,4.986,14.196,250162,84162,166000,3.951,11.743,52259,2.453,23.487,7952,7994,56071
2017,No Utility Patent Granted,72,475277,635285,13146057,12993841,70664,11.227,58863,9.352,2143770,1005592,1138178,7.739,16.498,1852231,719003,1133228,5.533,14.255,291539,2.244,28.509,41336,42867,446844
2017,No Utility Patent Granted,81,639246,690123,5254614,5229151,56254,8.182,51091,7.431,660232,208229,452003,3.982,12.626,608466,194235,414231,3.714,11.636,51766,0.990,23.272,36864,37475,138663
2017,Utility Patent Granted,11,61,292,9933,9851,D,D,23,7.591,1403,D,1398,D,14.242,1240,463,777,4.700,12.588,163,1.655,25.175,D,D,D
2017,Utility Patent Granted,21,271,3028,191919,193805,628,21.024,546,18.279,32056,15452,16604,7.973,16.540,36822,16450,20372,8.488,19.000,-4766,-2.459,33.081,8,8,70
2017,Utility Patent Granted,22,109,6315,318042,316987,513,8.266,295,4.753,21313,9022,12291,2.846,6.724,19141,2721,16420,0.858,6.038,2172,0.685,12.077,D,D,D
2017,Utility Patent Granted,23,857,4372,318640,322976,285,6.487,328,7.466,44915,8043,36872,2.490,13.907,53266,14187,39079,4.393,16.492,-8351,-2.586,27.813,30,30,258
2017,Utility Patent Granted,31-33,8431,30507,5466620,5455275,826,2.681,1436,4.661,409576,49693,359883,0.911,7.508,388151,96748,291403,1.773,7.115,21425,0.393,14.230,261,275,10112
2017,Utility Patent Granted,42,5781,46597,1788320,1802822,2991,6.396,3321,7.102,200916,56322,144594,3.124,11.145,228417,84441,143976,4.684,12.670,-27501,-1.525,22.289,208,223,4847
2017,Utility Patent Granted,44-45,1462,133471,3415560,3416347,4352,3.204,9062,6.672,374982,73848,301134,2.162,10.976,376478,94200,282278,2.757,11.020,-1496,-0.044,21.952,76,76,680
2017,Utility Patent Granted,48-49,1060,18615,1443169,1410854,1409,7.604,1238,6.681,186980,73675,113305,5.222,13.253,118083,38921,79162,2.759,8.370,68897,4.883,16.739,14,15,111
2017,Utility Patent Granted,51,1991,53149,2056910,2079174,5321,9.760,8065,14.792,282111,85862,196249,4.130,13.568,331788,91115,240673,4.382,15.958,-49677,-2.389,27.137,115,129,5924
2017,Utility Patent Granted,52,675,77136,2073222,2086234,4236,5.271,10700,13.314,317120,134458,182662,6.445,15.201,344467,142224,202243,6.817,16.511,-27347,-1.311,30.401,20,22,182
2017,Utility Patent Granted,53,696,32358,291764,288083,4712,15.373,1299,4.238,49424,23233,26191,8.065,17.156,39576,9452,30124,3.281,13.738,9848,3.418,27.475,20,20,60
2017,Utility Patent Granted,54,7892,46669,2346770,2332482,2944,6.225,4199,8.878,266135,72488,193647,3.108,11.410,237803,85637,152166,3.671,10.195,28332,1.215,20.391,538,563,8181
2017,Utility Patent Granted,55,2765,16680,1653369,1649280,1629,9.796,1527,9.183,210711,64584,146127,3.916,12.776,204737,60860,143877,3.690,12.414,5974,0.362,24.827,21,21,533
2017,Utility Patent Granted,56,1142,20757,1525874,1493888,1115,5.280,1839,8.708,277459,152670,124789,10.220,18.573,207721,88662,119059,5.935,13.905,69738,4.668,27.809,35,42,460
2017,Utility Patent Granted,61,354,2122,760809,759555,186,8.743,197,9.260,37643,3530,34113,0.465,4.956,35457,10559,24898,1.390,4.668,2186,0.288,9.336,7,7,32
2017,Utility Patent Granted,62,709,45147,2671871,2645880,4911,10.908,4663,10.357,261368,70345,191023,2.659,9.878,208315,76440,131875,2.889,7.873,53053,2.005,15.746,41,85,1383
2017,Utility Patent Granted,71,202,2197,220177,217290,484,23.472,214,10.378,24924,5580,19344,2.568,11.470,19182,4995,14187,2.299,8.828,5742,2.643,17.656,D,D,D
2017,Utility Patent Granted,72,561,22780,874773,872740,647,2.846,551,2.424,75032,16486,58546,1.889,8.597,69763,18700,51063,2.143,7.994,5269,0.604,15.987,22,25,196
2017,Utility Patent Granted,81,932,16251,251874,249256,1231,7.678,796,4.965,36246,16125,20121,6.469,14.542,30233,8563,21670,3.435,12.129,6013,2.412,24.259,26,26,135
2018,No Utility Patent Granted,11,18287,18762,152987,152092,2086,11.150,1980,10.583,23394,8665,14729,5.697,15.381,21593,7404,14189,4.868,14.197,1801,1.184,28.395,1430,1430,5361
2018,No Utility Patent Granted,21,16471,20116,401475,389731,2004,9.955,2033,10.099,78705,18139,60566,4.654,20.195,54816,21736,33080,5.577,14.065,23889,6.130,28.130,1423,1477,10600
2018,No Utility Patent Granted,22,5461,12630,359558,359276,708,5.633,586,4.662,26672,7888,18784,2.196,7.424,26081,6119,19962,1.703,7.259,591,0.164,14.519,209,219,997
2018,No Utility Patent Granted,23,610855,621733,6434433,6298949,78804,12.827,64059,10.427,1128316,306345,821971,4.863,17.913,857584,242423,615161,3.849,13.615,270732,4.298,27.229,43583,43644,167594
2018,No Utility Patent Granted,31-33,221349,241929,6289207,6238131,16437,6.779,17513,7.223,690437,168324,522113,2.698,11.068,590830,175681,415149,2.816,9.471,99608,1.597,18.943,13402,13481,114663
2018,No Utility Patent Granted,42,259644,326050,4376420,4361337,22760,6.934,27145,8.270,503545,131377,372168,3.012,11.546,472616,162579,310037,3.728,10.836,30929,0.709,21.673,18692,19190,97428
2018,No Utility Patent Granted,44-45,578942,855088,12002348,12026874,65871,7.677,71788,8.366,1219127,408356,810771,3.395,10.137,1271026,407330,863696,3.387,10.568,-51899,-0.432,20.273,48544,51729,247565
2018,No Utility Patent Granted,48-49,161091,194863,3511350,3452094,26070,13.543,21352,11.092,491654,151018,340636,4.375,14.242,372752,128928,243824,3.735,10.798,118902,3.444,21.596,14926,15088,75720
2018,No Utility Patent Granted,51,65889,90233,1476712,1475914,10635,11.869,9382,10.470,207210,73436,133774,4.976,14.039,205625,67683,137942,4.586,13.932,1585,0.107,27.864,6133,6448,40928
2018,No Utility Patent Granted,52,211809,367522,4300309,4273458,29773,8.093,30536,8.300,561215,203539,357676,4.763,13.133,508352,167443,340909,3.918,11.896,52863,1.237,23.791,14972,15893,70886
2018,No Utility Patent Granted,53,258583,328674,1961270,1939607,39745,12.220,32868,10.106,325915,133799,192116,6.898,16.803,283167,119296,163871,6.151,14.599,42748,2.204,29.198,19686,20089,63909
2018,No Utility Patent Granted,54,678585,738072,6589918,6525049,83336,11.319,79707,10.826,981488,301650,679838,4.623,15.042,850794,327197,523597,5.014,13.039,130694,2.003,26.078,56250,56931,221579
2018,No Utility Patent Granted,55,22909,38954,1831438,1844929,1718,4.342,2937,7.424,256989,44743,212246,2.425,13.929,283471,93475,189996,5.067,15.365,-26482,-1.435,27.859,722,744,11322
2018,No Utility Patent Granted,56,292242,341747,9995108,9850665,39073,11.487,35849,10.540,1710684,424616,1286068,4.311,17.366,1414063,411396,1002667,4.176,14.355,296621,3.011,28.710,23980,24190,212997
2018,No Utility Patent Granted,61,84186,93801,2928484,2920155,9358,10.062,7768,8.352,244426,57696,186730,1.976,8.370,226948,54979,171969,1.883,7.772,17478,0.599,15.544,5527,5594,37388
2018,No Utility Patent Granted,62,600405,794018,17594095,17453168,64411,8.140,58939,7.449,2001902,622275,1379627,3.565,11.470,1716892,506963,1209929,2.905,9.837,285010,1.633,19.674,39605,40549,282750
2018,No Utility Patent Granted,71,103935,114802,2241180,2217076,14529,12.826,11475,10.130,301565,104976,196589,4.735,13.602,253135,76443,176692,3.448,11.418,48430,2.184,22.835,8167,8272,55515
2018,No Utility Patent Granted,72,483059,642901,13262139,13135693,66527,10.420,57586,9.020,1997555,889996,1107559,6.775,15.207,1741114,666317,1074797,5.073,13.255,256441,1.952,26.510,43074,44527,469877
2018,No Utility Patent Granted,81,643155,694182,5314636,5281289,56038,8.101,51196,7.401,670066,221049,449017,4.186,12.688,603659,193819,409840,3.670,11.430,66407,1.257,22.860,37173,37790,136216
2018,Utility Patent Granted,11,66,254,9323,9709,D,D,50,17.986,763,D,755,D,7.859,1518,597,921,6.149,15.636,-755,-7.777,15.718,D,D,D
2018,Utility Patent Granted,21,272,3132,204392,202627,183,5.601,454,13.894,29377,3827,25550,1.889,14.498,24980,9886,15094,4.879,12.328,4397,2.170,24.656,10,11,463
2018,Utility Patent Granted,22,100,5749,287609,287038,1248,22.200,993,17.664,51491,33032,18459,11.508,17.939,50049,31860,18189,11.100,17.436,1442,0.502,34.873,9,9,88
2018,Utility Patent Granted,23,878,4432,371454,365333,241,5.435,245,5.525,59594,15384,44210,4.211,16.312,46955,8072,38883,2.209,12.853,12639,3.460,25.705,37,37,673
2018,Utility Patent Granted,31-33,8397,31856,5577912,5540378,1862,5.919,1071,3.404,422415,72656,349759,1.311,7.624,347663,62924,284739,1.136,6.275,74752,1.349,12.550,281,288,9884
2018,Utility Patent Granted,42,5805,47845,1749778,1748696,2620,5.460,2899,6.042,178897,30505,148392,1.744,10.230,176724,54170,122554,3.098,10.106,2173,0.124,20.212,197,201,4145
2018,Utility Patent Granted,44-45,1471,129168,3667092,3652031,4362,3.337,7487,5.727,402197,75795,326402,2.075,11.013,376122,147960,228162,4.051,10.299,26075,0.714,20.598,71,89,1129
2018,Utility Patent Granted,48-49,1056,18406,1509622,1485901,968,5.216,1270,6.844,156408,38647,117761,2.601,10.526,109131,25194,83937,1.696,7.344,47277,3.182,14.689,8,8,19
2018,Utility Patent Granted,51,1979,51655,2064908,2041142,4719,9.192,4083,7.953,296541,97762,198779,4.790,14.528,248067,77300,170767,3.787,12.153,48474,2.375,24.307,125,218,8807
2018,Utility Patent Granted,52,685,79290,2142604,2131702,7725,9.862,5799,7.404,316841,123636,193205,5.800,14.863,294729,70295,224434,3.298,13.826,22112,1.037,27.652,16,16,118
2018,Utility Patent Granted,53,733,26077,238321,233150,2131,8.315,1236,4.823,35274,9369,25905,4.018,15.129,25553,9308,16245,3.992,10.960,9721,4.169,21.920,23,23,71
2018,Utility Patent Granted,54,8088,48015,2469484,2433863,3922,8.031,5562,11.389,310845,81431,229414,3.346,12.772,241129,96823,144306,3.978,9.907,69716,2.864,19.815,519,553,8663
2018,Utility Patent Granted,55,2732,14615,1662888,1641462,748,5.086,934,6.350,200686,42635,158051,2.597,12.226,156941,45781,111160,2.789,9.561,43745,2.665,19.122,17,19,764
2018,Utility Patent Granted,56,1136,17412,1498443,1504698,707,3.470,6630,32.542,138715,46038,92677,3.060,9.219,148236,64144,84092,4.263,9.852,-9521,-0.633,18.438,35,36,644
2018,Utility Patent Granted,61,334,2051,796694,783039,107,5.121,184,8.806,50675,3806,46869,0.486,6.472,22462,2553,19909,0.326,2.869,28213,3.603,5.737,9,9,68
2018,Utility Patent Granted,62,701,49133,2882356,2871665,5126,10.551,4028,8.291,214994,67015,147979,2.334,7.487,193313,56790,136523,1.978,6.732,21681,0.755,13.463,30,30,597
2018,Utility Patent Granted,71,203,2000,192997,189495,212,10.187,374,17.972,19875,11710,8165,6.180,10.488,12320,3164,9156,1.670,6.502,7555,3.987,13.003,10,10,118
2018,Utility Patent Granted,72,582,23856,1058965,1040546,816,3.406,1021,4.262,112616,31278,81338,3.006,10.823,79061,28326,50735,2.722,7.598,33555,3.225,15.196,31,135,1824
2018,Utility Patent Granted,81,961,14999,277364,269873,422,2.654,2227,14.005,41207,6725,34482,2.492,15.269,24443,11385,13058,4.219,9.057,16764,6.212,18.114,27,27,218
2019,No Utility Patent Granted,11,18416,18930,154433,153837,2143,11.355,2030,10.756,23718,8070,15648,5.246,15.418,22543,6835,15708,4.443,14.654,1175,0.764,29.308,1508,1508,5343
2019,No Utility Patent Granted,21,16381,20274,420560,409210,2090,10.342,1959,9.694,75615,22056,53559,5.390,18.478,52798,18466,34332,4.513,12.902,22817,5.576,25.805,1362,1396,10580
2019,No Utility Patent Granted,22,5560,11850,329856,329118,650,5.523,490,4.163,20951,6335,14616,1.925,6.366,19525,3955,15570,1.202,5.933,1426,0.433,11.865,222,222,1391
2019,No Utility Patent Granted,23,625678,637076,6638234,6528079,81723,12.983,66448,10.557,1113490,314106,799384,4.812,17.057,894252,251311,642941,3.850,13.699,219238,3.358,27.397,46926,47008,181487
2019,No Utility Patent Granted,31-33,219262,240705,6347028,6288060,16326,6.769,17326,7.183,661794,165321,496473,2.629,10.525,544043,163981,380062,2.608,8.652,117751,1.873,17.304,13556,13670,114879
2019,No Utility Patent Granted,42,255384,323422,4415431,4399467,22239,6.840,25614,7.879,471168,134672,336496,3.061,10.710,438519,147658,290861,3.356,9.968,32649,0.742,19.935,19025,19395,96468
2019,No Utility Patent Granted,44-45,575209,851035,11908785,11919148,65156,7.648,66995,7.864,1128386,396382,732004,3.326,9.467,1158990,419456,739534,3.519,9.724,-30604,-0.257,18.934,48412,50597,251824
2019,No Utility Patent Granted,48-49,167008,201929,3667745,3580177,28041,14.107,21724,10.929,526213,176677,349536,4.935,14.698,350617,122904,227713,3.433,9.793,175596,4.905,19.587,15823,16042,78596
2019,No Utility Patent Granted,51,66967,90723,1464531,1456193,11970,13.359,9723,10.852,211604,76640,134964,5.263,14.531,194780,66891,127889,4.594,13.376,16824,1.155,26.752,6475,6696,39998
2019,No Utility Patent Granted,52,211134,362451,4161286,4151600,29097,8.046,27432,7.586,486297,154282,332015,3.716,11.713,467077,152689,314388,3.678,11.251,19220,0.463,22.501,15464,15986,64992
2019,No Utility Patent Granted,53,264662,329558,1938210,1918229,39624,12.152,32671,10.019,300092,128778,171314,6.713,15.644,262049,107028,155021,5.580,13.661,38043,1.983,27.322,20833,21147,66435
2019,No Utility Patent Granted,54,685270,738979,6636921,6541670,88043,11.988,78978,10.753,972862,316025,656837,4.831,14.872,785080,297465,487615,4.547,12.001,187782,2.871,24.002,57848,58299,220050
2019,No Utility Patent Granted,55,22511,37282,1800097,1805086,1514,4.027,2144,5.703,212143,41536,170607,2.301,11.753,223857,54128,169729,2.999,12.401,-11714,-0.649,23.505,686,712,9346
2019,No Utility Patent Granted,56,296327,349646,10256258,10098523,42804,12.364,35924,10.376,1709570,477773,1231797,4.731,16.929,1394972,425326,969646,4.212,13.814,314598,3.115,27.627,24621,24851,198447
2019,No Utility Patent Granted,61,85882,95623,2985679,2959914,9726,10.258,8114,8.558,261483,68804,192679,2.325,8.834,210576,60414,150162,2.041,7.114,50907,1.720,14.229,5829,5960,41981
2019,No Utility Patent Granted,62,604409,804430,17798307,17630629,69010,8.646,56410,7.068,1890713,611152,1279561,3.466,10.724,1559212,505609,1053603,2.868,8.844,331501,1.880,17.688,39448,40561,293312
2019,No Utility Patent Granted,71,106938,118217,2310025,2282069,15292,13.120,11961,10.262,300773,109216,191557,4.786,13.180,245006,76407,168599,3.348,10.736,55767,2.444,21.472,8692,8773,60049
2019,No Utility Patent Granted,72,489995,655458,13539953,13455236,68441,10.531,57323,8.820,1919555,907853,1011702,6.747,14.266,1744245,639903,1104342,4.756,12.963,175310,1.303,25.927,44603,45704,465803
2019,No Utility Patent Granted,81,647294,700388,5335421,5319827,56873,8.152,51390,7.366,625649,213937,411712,4.022,11.761,595599,188523,407076,3.544,11.196,30050,0.565,22.392,38393,38854,139983
2019,Utility Patent Granted,11,65,236,9942,9798,12,5.053,15,6.316,1119,378,741,3.858,11.421,809,130,679,1.327,8.257,310,3.164,16.514,0,0,0
2019,Utility Patent Granted,21,282,2833,206758,205873,95,3.289,205,7.098,18626,3495,15131,1.698,9.047,16807,3425,13382,1.664,8.164,1819,0.884,16.328,4,4,28
2019,Utility Patent Granted,22,100,6642,311757,315020,294,4.405,357,5.350,18140,7518,10622,2.387,5.758,24908,9723,15185,3.086,7.907,-6768,-2.148,11.517,D,D,D
2019,Utility Patent Granted,23,910,4624,406133,398607,257,5.593,199,4.331,60825,6487,54338,1.627,15.259,46729,6932,39797,1.739,11.723,14096,3.536,23.446,37,37,192
2019,Utility Patent Granted,31-33,8587,31424,5717237,5672877,835,2.630,1489,4.690,423031,57627,365404,1.016,7.457,332486,73772,258714,1.300,5.861,90545,1.596,11.722,232,233,4666
2019,Utility Patent Granted,42,5900,47918,1752450,1749057,2724,5.714,2237,4.692,167726,38314,129412,2.191,9.590,161205,40717,120488,2.328,9.217,6521,0.373,18.433,184,198,3888
2019,Utility Patent Granted,44-45,1533,131618,3831394,3784156,4730,3.605,3928,2.994,346571,86744,259827,2.292,9.158,254302,57145,197157,1.510,6.720,92269,2.438,13.440,71,72,501
2019,Utility Patent Granted,48-49,1057,18419,1817177,1676617,1195,6.585,652,3.593,356010,32480,323530,1.937,21.234,79651,10981,68670,0.655,4.751,276359,16.483,9.501,21,24,185
2019,Utility Patent Granted,51,2119,53246,2061598,2077903,4705,8.816,4946,9.268,271843,84298,187545,4.057,13.083,304729,70210,234519,3.379,14.665,-32886,-1.583,26.165,112,150,6527
2019,Utility Patent Granted,52,735,84011,2368884,2344940,6974,8.219,8658,10.204,312202,128249,183953,5.469,13.314,263446,88397,175049,3.770,11.235,48756,2.079,22.469,16,18,84
2019,Utility Patent Granted,53,732,32320,300958,299642,1919,5.951,1777,5.510,33446,11494,21952,3.836,11.162,30958,11750,19208,3.921,10.332,2488,0.830,20.663,35,136,521
2019,Utility Patent Granted,54,8471,56312,2601162,2610917,3212,5.695,3389,6.009,273415,70278,203137,2.692,10.472,295706,90152,205554,3.453,11.326,-22291,-0.854,20.944,570,577,9596
2019,Utility Patent Granted,55,2724,14317,1699737,1700702,591,3.949,1885,12.597,166573,24920,141653,1.465,9.794,170438,42025,128413,2.471,10.022,-3865,-0.227,19.589,12,19,4829
2019,Utility Patent Granted,56,1210,16626,1455952,1456393,1198,7.261,942,5.710,99833,27074,72759,1.859,6.855,104226,25676,78550,1.763,7.156,-4393,-0.302,13.710,36,37,345
